case_title,case_number,section,source,target,relationship
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,investigation_details,UNPOS,UN Security Safety Unit,UNPOS refers matter to UN Security Safety Unit for investigation
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,applicable_laws_and_procedural_rules,United Nations,SGB/2003/7,governing body for regulations
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,applicable_laws_and_procedural_rules,SGB/2003/7,Rule 101.2,specific regulation under
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,applicable_laws_and_procedural_rules,SGB/2003/7,Regulation 5.12,specific regulation under
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,methodology,id oios,united nations,is part of
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,methodology,unon,united nations,is a subsidiary of
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,methodology,unpos,united nations,is a subsidiary of
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,methodology,undp,united nations,is a subsidiary of
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,methodology,united nations,nairobi,has an office in
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,background_information,unpos,department of political affairs,is a mission set under
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,background_information,dpa,secretary general,is headed by
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,background_information,unpos,unpos base,is located at
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,background_information,unpos,unon compound,is located at
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,background_information,unon compound,gigiri,is situated in
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,background_information,gigiri,kenya,is a part of
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,conclusions,UNON,United Nations,is part of
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,conclusions,SGB/2003/7,Regulation 5.12,is referenced by
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,recommendations,OIOS,UNON,recommends action to
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,recommendations,UNON,UNPOS,instructs staff on procurement procedures
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,recommendations,UNON,Secretary General,shares findings with
Investigation into the allegation that a UNON/ITS staff member obtained money from UNPOS,ID CASE NO. 0575/03,recommendations,UNPOS,Secretary General,receives advice from
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,28 february 2003,pristina international airport,audit report date related to financial statement
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,chartered accountants,pristina international airport,lead investigation concerning alleged corruption
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,cabin cleaning machine,company,product submitted in bid for tender
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,tender,company,company submitted bid for tender
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Pristina Airport,Vendor 1,Vendor 1 assists in drawing technical specifications for cleaning machine
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Pristina Airport,Vendor 2,Vendor 2 is chosen by the evaluation committee for the second tender
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,ITF,Evaluation Committee,ITF raises doubts about the tender process
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,KTA Divisional Manager,Engineer Pristina Airport,KTA Divisional Manager confirms assistance in drawing technical specifications
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Procurement Officer 1,Procurement Officer 2,Procurement Officer 1 publishes the tender for Procurement Officer 2
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,UNMIK,Kosovo,administers
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,United Nations,UNMIK,established
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,1999/24,Kosovo,regulation applicable to
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,1999/2,Kosovo,regulation applicable to
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Article 4,UNMIK,provides guidelines for
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Article 15,UNMIK,provides guidelines for
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Staff Rule 110.1,United Nations,outlines conduct expectations for
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Staff Regulation 10.2,United Nations,outlines disciplinary measures for
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,methodology,2003/16,Pillar IV,establishment of investigation task force
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,methodology,Pristina,Pillar IV,location of investigation
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Pristina International Airport,Kosovo Force (KFOR),operational cooperation under United Nations Security Council resolution 1244
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Kosovo,United Nations Security Council,administration of territory under resolution 1244
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,UNMIK,Department of Transport Infrastructure (DOTI),supervision of airport operations
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Kosovo Trust Agency (KTA),Pristina International Airport,administration responsibility transfer
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Air Traffic Control Services (ATCS),Pristina International Airport,operational oversight
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,conclusions,Kosovo,1999/2,governed by
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,conclusions,article 15.1,1999/2,part of
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,introduction,28 february 2003,pristina international airport,audit report date for financial statement
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,introduction,chartered accountants,pristina international airport,conduct investigation regarding alleged corruption
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,introduction,pristina airport,pristina international airport,related locations involved in procurement contract
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,investigation_details,KTA Divisional Manager,KFOR,signs single source contract for supply of additional container
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,investigation_details,Pristina Airport,KFOR,location for air movements related to the contract
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,investigation_details,"€ 24,762","€ 4,100",values of main and supplementary contracts
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,investigation_details,29 August 2002,4 September 2002,dates of contract signing
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,applicable_laws_and_procedural_rules,Pristina International Airport,Yugoslavian Law,governed by
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,applicable_laws_and_procedural_rules,Kosovo Force (KFOR),United Nations Security Council Resolution 1244,operates under
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,applicable_laws_and_procedural_rules,UNMIK Regulation 1/1999,Kosovo Trust Agency (KTA),establishes responsibility for
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,applicable_laws_and_procedural_rules,Kosovo Trust Agency (KTA),Pristina International Airport,administers
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,applicable_laws_and_procedural_rules,Kosovo Force (KFOR),Pristina International Airport,maintains jurisdiction over until civilian handover
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,applicable_laws_and_procedural_rules,ICAO Regulation,Pristina International Airport,regulates
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,methodology,2003/16,Pillar IV,establishment of investigation task force
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,methodology,Pristina,Pillar IV,location of investigation
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,conclusions,competitive tender,contract,is part of
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,conclusions,single source contract,contract,is a type of
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,conclusions,absence document,irregularity,indicates
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,conclusions,financial approval,absence document,requires
"Irregularities in the addition of a single source contract one month after the award of a contract for the supply of two new containers and the dismantling, transport and re-construction of a further seven containers at Pristina Airport",0281/04,conclusions,kta divisional manager,single source contract,signs
